text,condition
猫已经不再栖息在高处了。,Mobility Problems
兔子的眼睛周围有脱发和脱皮现象。,Skin Irritations
猫的爪子很长，也许用抓挠柱会疼。,Mobility Problems
我的狗痴迷地吃草，然后吐出泡沫。,Digestive Issues
我的豚鼠耳朵后面有秃斑。,Skin Irritations
猫打呵欠或吃东西时会痛得大叫。,Ear Infections
我的狗的腹部突然变得紧绷和增大。,Digestive Issues
猫挣扎着爬上沙发。,Mobility Problems
我的仓鼠腹泻了，表现得不像他自己。,Digestive Issues
猫的耳垂边缘有硬皮疮。,Ear Infections
我的狗从沙发上跳下来时吠叫。,Mobility Problems
猫不停地用头/耳朵蹭家具。,Ear Infections
猫正在减肥，但吃得比平时多。,Digestive Issues
狗身上有肿块和痂，兽医怀疑是跳蚤过敏性皮炎。,Parasites
我猫的耳螨似乎对常规治疗有抵抗力。,Parasites
狗对跳蚤过敏，一咬就会有严重反应。,Parasites
我的猫流着口水，抓着她的嘴。,Digestive Issues
我的老狗午睡后起床时似乎又疼又慢。,Mobility Problems
我的小猫有个大肚子，长得不好，饲养员说她可能有虫子。,Parasites
我的猫带来了一只老鼠，现在我担心虫子。,Parasites
我的狗肌肉萎缩。,Mobility Problems
豚鼠的后腿似乎瘫痪了。,Mobility Problems
猫的背上长着油腻的毛。,Skin Irritations
我的雪貂在抓东西，脱发，尤其是肩膀周围。,Parasites
我的狗的前腿似乎在手腕处向外弯曲。,Mobility Problems
狗的耳朵皮瓣外侧出现红肿。,Ear Infections
我的鹦鹉不停地挑剔自己，似乎很激动。,Parasites
仓鼠脱水（被捏时皮肤保持松弛）。,Digestive Issues
我的狗品种（可卡犬）容易感染耳朵。,Ear Infections
这只狗已经连续三天有布丁般的大便了。,Digestive Issues
狗在码头跳水后可能有“游泳者的耳朵”。,Ear Infections
兔子已经停止了正常的跳跃。,Mobility Problems
狗不停地伸展成“打弓”的姿势，似乎很痛苦。,Digestive Issues
豚鼠的脚又红又肿。,Skin Irritations
我猫的耳朵感染对目前的抗生素滴剂没有反应。,Ear Infections
我的小猫耳朵后面长了痂。,Skin Irritations
我的狗的跛行似乎在激烈的比赛中消失了，但之后又回来了。,Mobility Problems
我的小狗来自一窝有几只小狗耳朵螨虫的窝。,Ear Infections
我的猫全身都有小米籽状的小痂。,Skin Irritations
我的兔子因为坐得不正常，脚上起了疮。,Mobility Problems
我的狗在年度筛查中检测出埃立克体病呈阳性。,Parasites
根据兽医的说法，狗有鞭虫，需要特定的驱虫剂。,Parasites
豚鼠的后端粘着柔软的粪便。,Digestive Issues
我的狗在小跑时，有时会在后腿上跳一两步。,Mobility Problems
狗的耳朵很嫩，闻起来像酵母。,Ear Infections
我的狗肚子上起了皮疹，看起来像是被虫子咬了。,Skin Irritations
我的兔子正把腹部按在地板上。,Digestive Issues
我的狗在地板上滑倒了，从那以后一直一瘸一拐。,Mobility Problems
兔子看起来通常很虚弱。,Mobility Problems
狗的脖子上有一个大的、哭泣的疮，很快就长出来了。,Skin Irritations
兔子肩上有头皮屑。,Skin Irritations
我的狗的肚子在大声咕咕叫，它不停地舔着空气。,Digestive Issues
狗腹泻，看起来像覆盆子酱。,Digestive Issues
我的兔子的左耳垂得比右耳低。,Ear Infections
我的狗不停地抓，我发现棕色的小虫子在它身上爬行。,Parasites
狗有跳蚤过敏性皮炎，对跳蚤唾液反应严重。,Parasites
狗身上有凸起的无毛小肿块。,Skin Irritations
我的狗在服药后不久耳朵又感染了。,Ear Infections
我的狗得了疥疮，现在全家都发痒。,Parasites
猫的眼睛上方掉毛了。,Skin Irritations
猫正在梳理腿上的一个特定部位，直到它秃顶。,Mobility Problems
我的狗走路的时候不再把腿抬得那么高了。,Mobility Problems
我的兔子皮肤脱皮，似乎很痒，尤其是背部。,Parasites
豚鼠的腹部感觉又紧又胀。,Digestive Issues
狗的腹股沟区域有红肿和肿块。,Skin Irritations
狗正在咬它的后端，靠近尾巴。,Skin Irritations
兔子过度修饰腹部，导致皮肤裸露。,Skin Irritations
我的兔子耳朵附近有个脓肿。,Ear Infections
我的豚鼠正在脱发，并且有硬皮疮。,Parasites
小猫爪子上的毛掉了。,Skin Irritations
我的雪貂的皮肤看起来很黄。,Skin Irritations
我的猫经常不说话就咯咯叫。,Digestive Issues
我的狗总是把重量放在左后腿上。,Mobility Problems
雪貂走路很僵硬，尤其是在后腿。,Mobility Problems
雪貂爬坡有困难。,Mobility Problems
豚鼠的皮毛上有白色的小虱子。,Parasites
我的兔子脚后跟长了疮。,Mobility Problems
我的猫有深色的蜡，但兽医说不是螨虫。,Ear Infections
猫抓着她的脸，在她的眼睛附近造成了小伤口。,Skin Irritations
我的狗今天早上吐了胆汁，对早餐不感兴趣。,Digestive Issues
狗腹泻，闻起来特别难闻。,Digestive Issues
我的小猫脸上出现了癣样的圆圈。,Skin Irritations
我的狗醒来后摇了摇头。,Ear Infections
狗的步态不稳，经常摔倒。,Mobility Problems
如果我试着看猫的耳朵，它会哭和退缩，因为耳朵里面看起来很黑。,Parasites
狗不停地摇头，抓耳朵。,Skin Irritations
我的狗有裸露的皮肤和强烈的瘙痒，晚上更严重。,Parasites
我的狗耳朵感染在潮湿的天气里似乎更严重。,Ear Infections
兔子患有E.cuniculi引起的神经系统问题（头部倾斜、虚弱）。,Mobility Problems
我的猫刚吃完就在反刍食物（未消化的管状）。,Digestive Issues
我的金丝雀的腿和脚上有硬皮。,Parasites
雪貂今天没吃东西，吐出了绿色的液体。,Digestive Issues
我的狗皮肤下出现了一个大的充满液体的肿胀（囊肿？）。,Skin Irritations
我的猫患有与耳朵感染有关的霍纳综合征。,Ear Infections
狗的粪便体积大、油腻、有臭味。,Digestive Issues
我的兔子已经好几天没胃口了。,Digestive Issues
狗的耳朵很油腻，周围的毛发也很乱。,Ear Infections
狗腹泻，可见未消化的粗粮碎片。,Digestive Issues
我的狗对食物过敏，会引发耳朵感染。,Ear Infections
我的狗前交叉韧带撕裂，需要手术。,Mobility Problems
我的狗被蜱叮咬后，检测出无浆体病呈阳性。,Parasites
我的狗的侧腹突然出现了一个湿润的红色疼痛区域。,Skin Irritations
检查耳朵时，雪貂会叫。,Ear Infections
小狗有间歇性腹泻，有时正常，有时腹泻。,Digestive Issues
豚鼠摔倒后似乎无法正常移动。,Mobility Problems
兔子不吃颗粒，只吃蔬菜。,Digestive Issues
我的狗在湖里游泳后起了皮疹。,Skin Irritations
猫因抓挠耳朵而在耳朵周围留下了粗糙的斑点和结痂。,Ear Infections
我的猫耳朵深处似乎发炎了。,Ear Infections
猫不停地抓脖子，导致脱发。,Skin Irritations
我的兔子耳朵里结了硬皮。,Ear Infections
小狗的耳朵摸起来很烫。,Ear Infections
豚鼠身上有疥螨，会引起严重的瘙痒和癫痫发作。,Parasites
狗有强烈的瘙痒发作，尤其是在晚上。,Skin Irritations
狗不停地摇头，耳朵内侧都红了。,Skin Irritations
我的兔子正在咬它的侧翼。,Skin Irritations
我的兔子脚底长了疮。,Parasites
兔子失去了平衡。,Ear Infections
我的狗的肘部/飞节似乎以一个奇怪的角度伸出。,Mobility Problems
猫的一侧出现了面神经麻痹（面部下垂）。,Ear Infections
猫主要在早餐前的清晨呕吐胆汁。,Digestive Issues
狗突然出现水样腹泻。,Digestive Issues
我的猫下巴又红又肿。,Skin Irritations
我的豚鼠粪便又小又干。,Digestive Issues
猫的皮毛有油腻的感觉，尤其是在尾巴根部附近。,Skin Irritations
兔子耳朵里有分泌物。,Ear Infections
狗的耳朵有皮疹，上面有小而坚硬的肿块。,Skin Irritations
我的猫有口臭，偶尔会吐出泡沫。,Digestive Issues
猫的耳朵有褐色的分泌物和难闻的气味。,Ear Infections
我抱起雪貂时，它拱起了背。,Mobility Problems
我的小狗有“生长痛”（全骨炎）。,Mobility Problems
我的雪貂背部似乎很疼。,Mobility Problems
雪貂头部周围似乎很疼。,Ear Infections
我的鸟的喙和脚上长满了硬皮。,Parasites
猫外出后出现荨麻疹/鞭痕。,Skin Irritations
我的猫的眼睛和鼻子周围有硬皮病。,Skin Irritations
我的狗不愿意去散步。,Mobility Problems
我的狗坐着，腿一直伸到一边。,Mobility Problems
我的狗正趴在爪子上。,Mobility Problems
我的狗得了骨肉瘤，需要截肢。,Mobility Problems
狗的肘部长出了老茧，现在正在开裂。,Skin Irritations
猫今天早上吐了一个大毛球。,Digestive Issues
我的兔子有毛螨（Cheyletiella）。,Parasites
我的雪貂的皮肤看起来很黄，而且正在掉毛。,Skin Irritations
我的小狗耳朵上有黑斑，兽医怀疑是螨虫。,Ear Infections
仓鼠不停地抓挠，造成小伤口。,Skin Irritations
狗的鼓膜因慢性感染而破裂。,Ear Infections
我的猫经常呕吐，但只会干呕。,Digestive Issues
猫的关节明显肿胀，尤其是手腕（腕关节）。,Mobility Problems
我的猫把头歪向一边。,Ear Infections
猫从很低的高度跳下来之前都会仔细地看一看。,Mobility Problems
我的仓鼠大便又湿又频繁。,Digestive Issues
我的小狗经常吃东西，但很瘦，大便很软。,Digestive Issues
兔子的耳朵有螨虫，会造成厚痂。,Ear Infections
我的狗的大腿肌肉看起来比以前小了。,Mobility Problems
狗腹泻，闻起来像血一样有金属味。,Digestive Issues
我的猫过去喜欢追逐激光指示器，现在她只是看着。,Mobility Problems
狗正痴迷地舔着肩胛骨之间的一个地方。,Skin Irritations
我的狗试图跳到床上时呜咽起来。,Mobility Problems
狗的耳道清洁后容易出血。,Ear Infections
兔子的耳垂外侧有片状皮肤。,Skin Irritations
我的猫在外面后，发现一只蜱虫嵌在它的皮肤里。,Parasites
猫的眼睛和耳朵周围都掉毛了。,Parasites
我的狗腹部和大腿内侧出现了红色发痒的斑块。,Skin Irritations
我的兔子不停地抓着它的露水。,Skin Irritations
兔子动得很少，似乎很疼。,Ear Infections
猫的下巴有黑头和一些丘疹状的疮（下巴痤疮）。,Skin Irritations
我的狗出现了头部倾斜，似乎有些头晕。,Mobility Problems
我的猫吐出了一片植物叶子。,Digestive Issues
猫喝了牛奶后腹泻了。,Digestive Issues
我给雪貂洗完耳朵后，它摇了摇头。,Ear Infections
我的兔子尾巴附近有蛆（蝇蛆）。,Parasites
仓鼠的尾巴周围潮湿且刺激（湿尾巴）。,Skin Irritations
我的狗粪上满是黏糊糊的粘液。,Digestive Issues
小狗有蛔虫和钩虫。,Parasites
豚鼠的皮毛非常粗糙，看起来很痒。,Skin Irritations
我的兔子耳朵根部周围肿了。,Ear Infections
抱着猫后，我发现一只活跳蚤在我的手臂上爬行。,Parasites
狗因钩虫负担过重而贫血。,Parasites
兔子的耳朵有螨虫，会引起炎症和头部倾斜。,Parasites
猫的脸上有一个肿胀的区域，像脓肿一样。,Skin Irritations
我的猫身上有跳蚤和绦虫。,Parasites
我的猫眼睑下垂，耳朵不好的一侧瞳孔大小不等。,Ear Infections
豚鼠的皮毛里有白色的粉状物质。,Parasites
兔子不愿被抱起来。,Mobility Problems
我的狗大便上有粘液。,Digestive Issues
小猫的眼睛和鼻子周围有结痂的分泌物，还有皮肤溃疡。,Skin Irritations
我的狗对环境过敏（花粉、尘螨），导致耳朵问题。,Ear Infections
我的狗的肘部长满了老茧，皮肤黝黑，有时还会开裂。,Skin Irritations
我的猫似乎在进食后呕吐或咳嗽。,Digestive Issues
我的猫今天早上吐出了清澈的液体，看起来很安静。,Digestive Issues
我的狗气得厉害，打嗝。,Digestive Issues
我的狗肘部发育不良，导致前肢跛行。,Mobility Problems
豚鼠体重迅速下降，并出现腹泻。,Digestive Issues
我的猫得了肺线虫病，是慢性咳嗽后诊断出来的。,Parasites
兔子的耳朵根部脱发并结痂。,Ear Infections
我狗的耳垂突然像水气球一样膨胀起来。,Ear Infections
当我抚摸我的兔子时，它的皮毛成团地脱落了。,Skin Irritations
猫气不好，偶尔会呕吐。,Digestive Issues
猫似乎对玩玩具不太感兴趣。,Mobility Problems
兔子的耳朵里有白色的硬皮沉积物。,Skin Irritations
我的狗长出了一个似乎附着在皮肤上的肿块。,Skin Irritations
兔子似乎失去了平衡，跌跌撞撞。,Ear Infections
我的狗走路时偶尔会抬起后腿（“跳过”）。,Mobility Problems
兔子的鼻子上的毛因为摩擦笼子的栅栏而掉了。,Skin Irritations
我的狗似乎失去了后肢的协调性。,Mobility Problems
狗吃了巧克力，现在又呕吐又多动。,Digestive Issues
雪貂经常用身体摩擦家具。,Skin Irritations
我的狗洗澡时可能耳朵进水了。,Ear Infections
在树林里散步后，我的狗身上发现了多只蜱虫。,Parasites
我的猫耳朵里有股臭味。,Ear Infections
小狗正在接受疥疮治疗。,Parasites
兔子已经不再梳洗自己了，看起来很邋遢。,Digestive Issues
猫的耳朵又痒又痛，我一碰它就会哭。,Parasites
猫有软组织损伤（扭伤/拉伤）。,Mobility Problems
狗不停地舔前腿上的一个地方，直到它生下来。,Skin Irritations
猫走得又慢又小心。,Mobility Problems
我的猫感染了弓形虫，我怀孕了，很担心。,Parasites
我的小狗洗澡几天后就有头皮屑了。,Skin Irritations
我的猫腹泻后贾第鞭毛虫检测呈阳性。,Parasites
我的狗的脚垫裂开了，还在流血。,Skin Irritations
我的小狗似乎胃很敏感，容易腹泻。,Digestive Issues
我猫的耳朵感染对多种抗生素有抗药性。,Ear Infections
猫突然失去平衡，开始盘旋。,Ear Infections
我的狗得了疥疮，现在我也很痒！,Parasites
狗吃了柜台上的葡萄，现在呕吐。,Digestive Issues
狗的皮肤又油又臭，尤其是背部。,Skin Irritations
我的狗耳朵感染是一个需要持续护理的慢性问题。,Ear Infections
猫的耳道看起来很窄。,Ear Infections
我的狗被蜱虫感染了巴贝斯虫病。,Parasites
兔子感染了E.cuniculi，导致神经系统/活动能力问题。,Mobility Problems
今天早上我的狗突然站不起来了，疼得哭了。,Mobility Problems
兽医伸出后腿时，猫的反应很痛苦。,Mobility Problems
我的猫每3-4天才大便一次，而且大便很硬。,Digestive Issues
豚鼠的眼睛周围皮肤呈片状。,Skin Irritations
我的虎皮鹦鹉的喙和腿周围长满了硬皮。,Parasites
我的猫长出了小痂，遍布她的皮毛。,Skin Irritations
猫的爪子似乎长得太长了，可能是因为疼痛而没有抓柱子。,Mobility Problems
我的兔子不再吃干草，似乎昏昏欲睡。,Digestive Issues
猫的肘部因陈旧性骨折而患上了关节炎。,Mobility Problems
热身后，狗的跛行几乎不明显，但第一次起床时就很糟糕了。,Mobility Problems
狗不断地舔舐空气并吞咽。,Digestive Issues
雪貂在进食后不久就会呕吐未消化的食物。,Digestive Issues
当我抱起猫的臀部时，它大声叫了起来。,Mobility Problems
我的雪貂洗完澡后摇了摇头。,Ear Infections
小狗在水中玩耍后耳朵里有水。,Ear Infections
我的狗得了骨肉瘤（癌症）。,Mobility Problems
我狗耳朵里的皮肤看起来又红又发炎。,Ear Infections
雪貂突然后腿瘫痪。,Mobility Problems
狗正在剧烈地干呕，但什么也没做。,Digestive Issues
兔子在抓耳朵根部。,Ear Infections
兔子拖着它的一条后腿。,Mobility Problems
狗已经对几种类型的滴耳液产生了抵抗力。,Ear Infections
小狗以“兔子跳”的步态行走。,Mobility Problems
我的豚鼠两侧对称地脱发。,Skin Irritations
雪貂因耳螨刺激而摇头。,Parasites
狗的项圈下长出了湿润的红色斑块。,Skin Irritations
我的兔子下巴下长了一个大脓肿。,Skin Irritations
我的兔子的眼睛和下垂的耳朵同侧有分泌物。,Ear Infections
我的猫几乎一吃完就把食物带回来，看起来还没消化。,Digestive Issues
我的豚鼠脚底有疮。,Skin Irritations
豚鼠看起来又懒又瘦，可能是体内有寄生虫？,Parasites
狗耳道内皮肤增厚粗糙（鹅卵石外观）。,Ear Infections
我的兔子从我们的狗身上抓了跳蚤。,Parasites
我的猫看起来有头皮屑，但它会动。,Skin Irritations
豚鼠呆在笼子的一个角落里，没有探索。,Mobility Problems
猫抓着脖子，就在衣领的位置。,Skin Irritations
豚鼠患有维生素C缺乏症（坏血病），导致关节疼痛。,Mobility Problems
猫的嘴唇和舌头上有疮。,Skin Irritations
猫的耳朵周围有抓痕和结痂。,Ear Infections
我的狗因重症肌无力而运动性虚弱。,Mobility Problems
我的猫一直躲在床下，不肯吃东西。,Digestive Issues
我的狗患有全骨炎（生长痛）。,Mobility Problems
我的猫身上有跳蚤，尽管它是一只室内猫。,Parasites
我的狗有严重的髋关节发育不良，经x光检查证实。,Mobility Problems
我的狗脊椎上有脱皮。,Parasites
我的兔子有“行走头皮屑”螨虫（Cheyletiella）。,Parasites
小猫患有球虫病，导致血性腹泻。,Parasites
我的狗不停地剧烈摇头，抓着右耳。,Ear Infections
我的小狗在里面腹泻，似乎很紧急。,Digestive Issues
狗的大便油腻、苍白、蓬松。,Digestive Issues
猫对噪音很敏感。,Ear Infections
豚鼠一瘸一拐，可能是因为缺乏维生素C。,Mobility Problems
小狗比他的年龄小，有慢性软便。,Digestive Issues
兔子歪着头，似乎失去了平衡。,Mobility Problems
我的猫今天吐了好几次，现在躲起来了。,Digestive Issues
我的猫有快速、不自主的眼球运动（眼球震颤）。,Ear Infections
猫的一只耳朵好像聋了。,Ear Infections
我的猫口臭，有时会吐出黄色的泡沫。,Digestive Issues
小猫贫血（牙龈苍白），嗜睡，怀疑跳蚤或蠕虫负担过重。,Parasites
兔子的腿骨折了。,Mobility Problems
狗不停地吞咽，舔着鼻子。,Digestive Issues
我的狗在以前粉红色的皮肤上出现了深色色素沉着。,Skin Irritations
我的猫吐出了粉红色的液体。,Digestive Issues
我的狗起床或躺下时都会哭。,Mobility Problems
我的猫长了一个皮下有脂肪感的肿块。,Skin Irritations
兔子因无法正确姿势而出现尿烫伤。,Mobility Problems
猫在某些部位被触碰时会变得易怒或好斗。,Mobility Problems
狗有慢性耳部感染，兽医提到过敏。,Ear Infections
如果我轻轻挤压小狗的耳朵根部，它就会呜咽。,Ear Infections
雪貂有耳螨，可见黑色碎片。,Parasites
豚鼠的后腿似乎完全无力。,Mobility Problems
我的豚鼠的两侧又红又结痂。,Skin Irritations
我的小狗醒来后的前几步走得很僵硬。,Mobility Problems
雪貂的皮肤发痒，尾巴上有些脱发。,Skin Irritations
我小狗的同窝伙伴也有耳朵问题。,Ear Infections
我猫的眼睛飞快地来回扫视。,Ear Infections
我的狗走路时背向上拱起。,Mobility Problems
狗休息后跛行更严重（例如，晨僵）。,Mobility Problems
猫过度地梳理前腿。,Skin Irritations
我的小狗耳朵里卡住了什么东西（草籽？）。,Ear Infections
我的狗在草地上散步后，皮肤变得又红又有斑点。,Skin Irritations
狗主要在晚上有强烈的瘙痒感。,Skin Irritations
我的狗得了骨癌，导致严重的腿部疼痛。,Mobility Problems
雪貂每餐后不久就会呕吐。,Digestive Issues
我的狗经常有耳朵问题，尤其是游泳后。,Ear Infections
猫一直在咬她的后腿，留下了生的斑点。,Skin Irritations
宠物吃了变质的食物，现在腹泻了。,Digestive Issues
我的狗走路时，后腿似乎交叉了。,Mobility Problems
雪貂需要一种对它们安全有效的跳蚤治疗。,Parasites
我的狗患有椎间盘疾病（IVDD）。,Mobility Problems
豚鼠拖着后腿。,Mobility Problems
猫在疼痛的关节附近过度扩张。,Mobility Problems
我的猫已经躲了一天，拒绝进食。,Digestive Issues
我的狗吃了油腻的残羹剩饭，现在正在呕吐和疼痛。,Digestive Issues
我的兔子身上有跳蚤，可能是狗身上的。,Parasites
猫突然无法使用后腿，痛苦地哭了起来。,Mobility Problems
当其他狗在他的头附近玩耍时，我的狗会吠叫。,Ear Infections
我的狗似乎坐立不安，饭后踱步。,Digestive Issues
狗有慢性耳朵问题，当它的皮肤过敏时会突然发作。,Ear Infections
猫躲起来了，看起来昏昏欲睡，偶尔还会摇头。,Ear Infections
我小狗的耳朵需要经常清洁作为预防措施。,Ear Infections
我的狗躺着或换姿势时会呻吟。,Mobility Problems
小猫可能有抗药性寄生虫或三毛单胞菌，需要进一步检测。,Parasites
我的猫脊椎上长了痂。,Skin Irritations
小狗吐出了几块被嚼碎的布料。,Digestive Issues
猫昏昏欲睡，躲起来，还摇头。,Ear Infections
狗耳朵里有一个看起来像小皮肤标签或生长物的东西。,Ear Infections
我的猫过去睡在上铺，现在她呆在地板上。,Mobility Problems
仓鼠不吃也不喝，看起来弓着身子。,Digestive Issues
雪貂耳朵呈蜡状，可能是螨虫，也可能只是蜡堆积。,Ear Infections
狗腹泻时有血和粘液。,Digestive Issues
我的狗有潜在的食物过敏，似乎会引发耳朵感染。,Ear Infections
我的猫不再使用猫砂箱了，也许很难进去。,Mobility Problems
我的雪貂似乎很痒，在摩擦东西。,Parasites
猫不像平时那么顽皮了。,Mobility Problems
猫把耳朵后面和下面的皮毛都刮掉了。,Ear Infections
小狗脸上有局部蠕形螨病。,Parasites
雪貂正在抓嘴，似乎有点恶心。,Digestive Issues
猫在跳下去之前犹豫了一下。,Mobility Problems
雪貂有耳螨，会引起摇头。,Parasites
猫的皮肤上出现了水泡。,Skin Irritations
我的狗耳朵里冒出了黑色的蜡状粘稠物。,Ear Infections
我狗的耳朵闻起来有酵母味。,Ear Infections
猫的耳膜上有一处无法愈合的疮。,Skin Irritations
狗患有慢性鞭虫感染。,Parasites
兔子弓着腰坐着磨牙。,Digestive Issues
狗蹲着排便有困难，有时会摔倒。,Mobility Problems
小狗的皮毛很暗，体重偏轻。,Parasites
猫已经开始在地毯上的垃圾箱外拉屎了。,Mobility Problems
我的狗的运动似乎受到限制，活动范围较小。,Mobility Problems
我的狗的皮肤似乎很油腻，而且有很浓的气味。,Skin Irritations
我的狗走起路来脚步又短又颠簸。,Mobility Problems
我的狗身上有一股非常难闻的气体。,Digestive Issues
我的鸟腿上有鳞螨。,Parasites
兔子看起来很迟钝，没喝多少水。,Digestive Issues
狗腹泻，有鱼腥味。,Digestive Issues
狗在池塘里游泳后起了皮疹。,Skin Irritations
狗不时地呕吐和腹泻。,Digestive Issues
狗患有鞭虫引起的慢性大肠腹泻。,Parasites
小狗的两只耳朵都有轻微的红肿和少量的耳垢。,Ear Infections
我狗耳朵里的分泌物看起来有点血腥。,Ear Infections
雪貂抓着嘴流口水。,Digestive Issues
我的狗脚趾之间的皮肤又红又发炎。,Skin Irritations
我的小狗好像头晕。,Ear Infections
我的兔子耳朵下面长了一个脓肿。,Ear Infections
我的猫下唇肿了。,Skin Irritations
我的猫在她的凳子上通过了几条又长又白又圆的虫子。,Parasites
我的猫身上有跳蚤，对我使用的治疗方法产生了抗药性。,Parasites
猫受伤后前腿似乎有神经损伤。,Mobility Problems
狗患有钩虫贫血。,Parasites
我的狗的后腿似乎不协调，相互交叉。,Mobility Problems
狗有黄色腹泻。,Digestive Issues
豚鼠在笼子里活动不多。,Mobility Problems
狗有成人发病的全身性蠕形螨病，需要检查潜在的问题。,Parasites
我的小猫身上有跳蚤，我看到它们在跳。,Parasites
狗的口鼻和眼睛周围都长出了秃斑。,Parasites
雪貂的皮毛上有微小的黑色斑点，可能是污垢或虫子。,Skin Irritations
我的猫似乎没有听到我从一边靠近。,Ear Infections
狗背部靠近尾巴处有发痒的肿块。,Skin Irritations
我的狗后腿肌肉量减少了。,Mobility Problems
猫吐出了一种深棕色的东西，像旧血。,Digestive Issues
狗有黑色的焦油状大便。,Digestive Issues
猫的鼻梁上有发痒、结痂的病变。,Skin Irritations
狗的耳朵有油腻的分泌物和难闻的气味。,Ear Infections
猫的耳朵很烫，有酵母味。,Ear Infections
我的猫嘴唇肿了。,Skin Irritations
我的狗可能是因为吃跳蚤而感染了绦虫。,Parasites
我的狗已经接受了晚期耳部疾病的手术（TECA）。,Ear Infections
我的狗不愿意上下楼梯。,Mobility Problems
雪貂耳朵里有黑色的硬皮碎片，可能是螨虫。,Parasites
狗在散步时很容易疲劳，想早点回去。,Mobility Problems
我的狗的膝盖骨会突然进出（髌骨脱位）。,Mobility Problems
我的兔子脚上长了疮，正在掉毛。,Parasites
我的猫吐出了一种看起来像小虫子的东西。,Parasites
雪貂后肢瘫痪。,Mobility Problems
狗有红色的、受刺激的皮肤和黑色斑点（如污垢），湿了会变红。,Parasites
雪貂贫血，可能是跳蚤引起的。,Parasites
猫的动作非常刻意，几乎像在蛋壳上行走。,Mobility Problems
我注意到我狗的耳垂里有一股浓稠的深棕色分泌物。,Ear Infections
当我靠近小狗的左耳时，它会哭并试图咬人。,Ear Infections
我猫脊椎上的皮毛看起来又油又乱。,Skin Irritations
我狗耳道的开口看起来肿得几乎闭合了。,Ear Infections
猫正在地板和家具上蹭她的头。,Ear Infections
狗有一个血肿，在引流后不断补充。,Ear Infections
猫正在梳洗她的肚子，几乎都秃了。,Parasites
狗抓挠的地方皮肤上有小血迹。,Skin Irritations
兔子摇着头，抓着耳朵后面。,Parasites
耳朵里的分泌物是血。,Ear Infections
狗的大便很黑，几乎是黑色的。,Digestive Issues
我的狗的关节好像肿了，尤其是膝盖。,Mobility Problems
我的狗有时用爪子而不是垫子走路。,Mobility Problems
豚鼠患有疥癣，会引起剧烈瘙痒和癫痫发作。,Parasites
我的仓鼠不停地抓耳朵后面。,Skin Irritations
雪貂的后腿似乎很虚弱，轻微地拖着它们。,Mobility Problems
我的狗经常耳朵感染，兽医认为可能与螨虫有关。,Parasites
猫很难梳理背部。,Mobility Problems
小狗在进食数小时后呕吐出未消化的食物。,Digestive Issues
我的猫眼睑下垂，瞳孔较小，头部倾斜。,Ear Infections
我的老狗起床有困难。,Mobility Problems
狗会用力排便，只会产生少量的液体。,Digestive Issues
雪貂的皮肤有橙色的变色。,Skin Irritations
